,Unnamed: 0,Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth
668,668,Id_o0a66e9rg5,2022-03-02,2,unemployed,670.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,3.0,30 - 39 %,,50 - 59 %,,,0,1,1992,1
669,669,Id_c7kurdpczj,2022-08-03,3,other,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,60 - 69 %,70 - 79 %,,,0,1,1999,4
670,670,Id_n7tjndhbru,2021-08-12,1,unemployed,424.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,4.0,,40 - 49 %,60 - 69 %,,,1,1,1997,3
671,671,Id_2269pxi40v,2022-03-04,2,wage employed,31.0,Urban,Western Cape,0.0,0.0,0.0,,,,,,,1,1,2000,1
672,672,Id_btgny8lytz,2023-03-14,4,studying,,Urban,Limpopo,,,,,,,,,,1,1,1999,6
673,673,Id_kf192e9qp8,2023-02-08,4,unemployed,36.0,Urban,Limpopo,,,,,,,,,,1,1,1991,8
674,674,Id_ul2v3z8uh0,2023-03-02,4,wage employed,273.0,Rural,Eastern Cape,,,,,,,,,,1,1,2000,1
675,675,Id_wt3eblrwki,2022-08-04,3,self employed,,Urban,Mpumalanga,1.0,0.0,0.0,4.0,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,1992,10
676,676,Id_h21k8bi3rd,2023-03-22,4,unemployed,1739.0,Urban,Limpopo,,,,,,,,,,1,1,1990,6
677,677,Id_mbkyac0b38,2022-08-04,3,wage employed,705.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,0 - 29 %,,40 - 49 %,,,0,1,1988,4
678,678,Id_skaa0uor5e,2023-02-15,4,studying,,Urban,Gauteng,1.0,,,3.0,0 - 29 %,,50 - 59 %,,,0,1,2000,1
679,679,Id_4253yprz3t,2022-03-16,2,unemployed,79.0,Urban,Gauteng,1.0,,,5.0,,40 - 49 %,60 - 69 %,,,1,1,2000,1
680,680,Id_yh6zgz0ozn,2022-03-03,2,studying,,Urban,Gauteng,1.0,0.0,0.0,4.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1
681,681,Id_huqwsqixpf,2022-08-15,3,other,,Urban,Gauteng,,,,,,,,,,0,1,1972,8
682,682,Id_blaa7rao4e,2022-03-03,2,wage employed,92.0,Urban,KwaZulu-Natal,1.0,,,4.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1
683,683,Id_pgi4wiieae,2023-03-01,4,studying,,Rural,Limpopo,,,,,,,,,,0,1,2002,3
684,684,Id_ltketfcwx8,2023-02-06,4,wage employed,304.0,Urban,Gauteng,,,,,,,,,,1,1,1992,7
685,685,Id_hdqud85267,2023-03-01,4,unemployed,735.0,Urban,Western Cape,,,,,,,,,,0,1,1989,8
686,686,Id_mbkuq5r0tj,2022-08-04,3,wage employed,,Urban,KwaZulu-Natal,1.0,0.0,1.0,2.0,,40 - 49 %,40 - 49 %,,,1,1,1997,10
687,687,Id_kts979c6d3,2021-08-18,1,studying,,Rural,KwaZulu-Natal,0.0,,,1.0,,,,,,1,1,1986,6
688,688,Id_w4evnjwo1b,2023-03-08,4,unemployed,1374.0,Rural,North West,,,,,,,,,,1,1,1996,9
689,689,Id_65lz8d775l,2022-03-15,2,unemployed,1539.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,50 - 59 %,,80 - 100 %,,50 - 59 %,1,1,2000,1
690,690,Id_oekrongesz,2022-03-01,2,unemployed,64.0,Urban,Gauteng,0.0,,,4.0,,,,,,0,1,2001,4
691,691,Id_7q1qgcg1z2,2022-02-24,2,wage employed,989.0,Urban,Gauteng,1.0,,,,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,1996,6
692,692,Id_9itt0mvut2,2023-02-02,4,wage employed,273.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,30 - 39 %,,50 - 59 %,,,0,1,2000,1
693,693,Id_aw2m1l9pl3,2022-08-05,3,unemployed,66.0,Urban,Eastern Cape,0.0,0.0,0.0,3.0,,,,,,1,1,1987,2
694,694,Id_tp130oylun,2022-08-02,3,unemployed,431.0,Urban,Western Cape,1.0,0.0,0.0,5.0,,50 - 59 %,,40 - 49 %,0 - 29 %,0,1,1994,9
695,695,Id_vu0go4qig8,2023-02-13,4,wage employed,62.0,Urban,North West,1.0,,,1.0,,50 - 59 %,60 - 69 %,,,0,1,2000,1
696,696,Id_3p2we0xrhp,2022-08-12,3,other,,Urban,Free State,1.0,,,3.0,,,,,,0,1,1998,10
697,697,Id_a87t2vzq79,2022-07-29,3,studying,,Suburb,Gauteng,,,,,,,,,,1,1,2001,6
698,698,Id_usy9mr0vda,2023-02-07,4,self employed,,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,,50 - 59 %,,,0,1,1998,7
699,699,Id_0i3gib3ccr,2023-02-14,4,unemployed,36.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2004,3
700,700,Id_obcqaeuu2h,2022-02-25,2,unemployed,158.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,,,,,1,1,1986,12
701,701,Id_oylsv0e008,2022-08-15,3,wage employed,,Suburb,KwaZulu-Natal,0.0,0.0,0.0,,,,,,,0,1,1987,2
702,702,Id_otsrdmmvex,2022-02-25,2,self employed,457.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,0 - 29 %,,70 - 79 %,,30 - 39 %,1,1,2003,8
703,703,Id_hct3htn53j,2023-02-21,4,unemployed,432.0,Urban,Gauteng,,,,,,,,,,0,1,1996,9
704,704,Id_bww7r8u7fz,2023-02-13,4,unemployed,1772.0,Urban,Limpopo,1.0,0.0,0.0,,,50 - 59 %,30 - 39 %,,,0,1,1991,12
705,705,Id_stg8se4gth,2023-02-16,4,unemployed,798.0,Urban,North West,1.0,,,,0 - 29 %,,70 - 79 %,,,1,1,2000,1
706,706,Id_2hj9e5d4df,2023-03-14,4,other,,Suburb,North West,,,,,,,,,,1,1,1989,10
707,707,Id_5953c2fph5,2022-07-28,3,self employed,1101.0,Urban,Gauteng,,,,,,,,,,0,1,1989,10
708,708,Id_vhj0rr0pf3,2021-08-18,1,self employed,357.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,,60 - 69 %,,,0,1,1998,5
709,709,Id_5ujqt60emb,2023-02-27,4,studying,,Urban,Northern Cape,1.0,1.0,0.0,3.0,50 - 59 %,,60 - 69 %,,,0,1,1988,12
710,710,Id_vqqf2oglsl,2022-03-02,2,unemployed,431.0,Urban,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,,60 - 69 %,,0 - 29 %,1,1,2000,1
711,711,Id_74m6uo00zo,2022-08-05,3,unemployed,339.0,Urban,North West,,,,,,,,,,0,1,1994,9
712,712,Id_q8bp71i0cx,2023-03-17,4,studying,,Suburb,KwaZulu-Natal,,,,,,,,,,1,1,2002,1
713,713,Id_qtob5v3gg5,2022-02-28,2,unemployed,67.0,Urban,Gauteng,1.0,0.0,0.0,,,40 - 49 %,40 - 49 %,,,0,1,2002,8
714,714,Id_u34a6v0xe4,2023-03-15,4,studying,,Urban,Gauteng,,,,,,,,,,1,1,1989,9
715,715,Id_dyxhkjt62k,2023-02-09,4,wage employed,245.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1988,9
716,716,Id_gq2yp028hm,2022-02-24,2,unemployed,258.0,Urban,Gauteng,1.0,,,3.0,40 - 49 %,,,60 - 69 %,40 - 49 %,1,1,1997,8
717,717,Id_vkovnl2bor,2023-03-06,4,studying,,Urban,Gauteng,1.0,0.0,0.0,,,50 - 59 %,60 - 69 %,,,1,1,1999,10
718,718,Id_716j65p14t,2021-08-18,1,other,,Urban,KwaZulu-Natal,1.0,,,0.0,,70 - 79 %,,70 - 79 %,,1,1,1997,10
719,719,Id_znwp5oxeuj,2021-08-13,1,wage employed,0.0,Urban,Gauteng,1.0,,,2.0,70 - 79 %,,80 - 100 %,,70 - 79 %,0,1,2000,6
720,720,Id_wzingkkiyy,2023-02-21,4,unemployed,1893.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,,50 - 59 %,,40 - 49 %,,0,1,1998,3
721,721,Id_lg0oidihkb,2022-08-05,3,other,,Suburb,Gauteng,1.0,,,,,60 - 69 %,,60 - 69 %,30 - 39 %,1,1,1998,8
722,722,Id_wyftha2yzm,2022-03-14,2,unemployed,430.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,1,1,2000,1
723,723,Id_qelisjmvu7,2022-03-01,2,unemployed,1160.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,70 - 79 %,,70 - 79 %,,80 - 100 %,0,1,1999,9
724,724,Id_mxz5t2f6s2,2023-02-10,4,wage employed,61.0,Urban,Western Cape,1.0,0.0,0.0,3.0,,40 - 49 %,,40 - 49 %,,1,1,2001,6
725,725,Id_qvahu4fhl2,2023-03-13,4,unemployed,64.0,Urban,Free State,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,1,1,2002,8
726,726,Id_7pvavmi8nj,2023-02-15,4,unemployed,401.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,1,1,2000,1
727,727,Id_h44mik7o77,2023-02-09,4,unemployed,1528.0,Urban,Gauteng,1.0,,,3.0,,60 - 69 %,,40 - 49 %,,1,1,2000,1
728,728,Id_weqxxjsxlp,2021-08-17,1,studying,,Urban,Western Cape,1.0,,,5.0,,,,,,1,1,2002,2
729,729,Id_xwrdohgwwb,2022-03-15,2,studying,,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,40 - 49 %,,,1,1,2000,1
730,730,Id_ue7i5njaj5,2023-03-03,4,unemployed,1374.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1994,11
731,731,Id_j5cytxk3fd,2022-08-05,3,unemployed,583.0,Rural,North West,1.0,0.0,0.0,3.0,0 - 29 %,,40 - 49 %,,40 - 49 %,0,1,2001,9
732,732,Id_hc1dkq1ull,2022-02-22,2,wage employed,358.0,Urban,Gauteng,0.0,,,4.0,,,,,,1,1,1997,1
733,733,Id_p58fra4ibh,2023-02-09,4,self employed,,Urban,Mpumalanga,1.0,0.0,0.0,0.0,,30 - 39 %,40 - 49 %,,,0,1,1996,8
734,734,Id_rn6k0x8gmm,2023-03-01,4,wage employed,92.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2000,1
735,735,Id_gz00pekb5w,2023-02-09,4,self employed,67.0,Rural,Limpopo,,,,,,,,,,0,1,1997,8
736,736,Id_hif7jaoik7,2023-03-20,4,studying,,Urban,Gauteng,,,,,,,,,,1,1,1990,3
737,737,Id_j0wtahm9rq,2023-03-22,4,unemployed,761.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,,60 - 69 %,,,1,1,2003,1
738,738,Id_qgfy4fz54l,2022-08-04,3,unemployed,583.0,Urban,Limpopo,1.0,0.0,0.0,1.0,40 - 49 %,,60 - 69 %,,40 - 49 %,0,1,2001,12
739,739,Id_hcr6kog2wz,2021-08-12,1,wage employed,0.0,Suburb,Gauteng,1.0,,,5.0,,,,,,1,1,1998,3
740,740,Id_pfrxx17160,2023-02-17,4,wage employed,120.0,Urban,Limpopo,1.0,,,2.0,,40 - 49 %,50 - 59 %,,,0,1,1995,8
741,741,Id_b9sapq7j2q,2022-08-10,3,unemployed,66.0,Urban,Gauteng,1.0,,,,,30 - 39 %,40 - 49 %,,,1,1,1995,5
742,742,Id_cixet4eqi7,2022-08-02,3,unemployed,217.0,Urban,Western Cape,1.0,0.0,0.0,5.0,30 - 39 %,,,50 - 59 %,30 - 39 %,1,1,2002,6
743,743,Id_b90o4ez0z4,2023-03-22,4,studying,,Rural,North West,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,1,1,2001,12
744,744,Id_0dvymsm4j7,2023-03-23,4,wage employed,487.0,Urban,Gauteng,0.0,0.0,0.0,1.0,,,,,,1,1,2000,4
745,745,Id_lx7nws3o9q,2022-02-24,2,studying,,Urban,Gauteng,1.0,,1.0,4.0,0 - 29 %,,50 - 59 %,,,1,1,1993,8
746,746,Id_tdzspuyh38,2022-02-28,2,unemployed,369.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1999,9
747,747,Id_bsw59bkm6d,2022-02-24,2,unemployed,609.0,Rural,Eastern Cape,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,1,1,1991,9
748,748,Id_2sba7x3j8l,2022-03-01,2,unemployed,158.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,,40 - 49 %,,,0,1,1998,4
749,749,Id_6rgcbx1ckw,2022-03-17,2,unemployed,446.0,Urban,Free State,1.0,,,1.0,,50 - 59 %,50 - 59 %,,,0,1,2000,1
750,750,Id_t5z0yd2mzp,2023-02-13,4,unemployed,67.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,0 - 29 %,30 - 39 %,,,0,1,2002,5
751,751,Id_5ibig32cv0,2021-08-23,1,studying,,Urban,Eastern Cape,1.0,1.0,,2.0,,,,,,0,1,1986,6
752,752,Id_0ep1wdjasa,2023-02-10,4,studying,,Rural,North West,1.0,0.0,0.0,1.0,,30 - 39 %,60 - 69 %,,,1,1,2001,6
753,753,Id_e52lzlle5k,2022-07-28,3,wage employed,,Urban,Gauteng,1.0,0.0,0.0,5.0,,60 - 69 %,,60 - 69 %,50 - 59 %,0,1,1992,11
754,754,Id_emkugrtqlc,2022-08-03,3,wage employed,,Urban,KwaZulu-Natal,0.0,0.0,0.0,3.0,,,,,,0,1,1996,11
755,755,Id_h4ited8c70,2023-02-21,4,unemployed,401.0,Rural,North West,1.0,0.0,0.0,2.0,,50 - 59 %,50 - 59 %,,,0,1,2002,9
756,756,Id_6eew450lnh,2023-03-01,4,wage employed,92.0,Suburb,Western Cape,1.0,0.0,0.0,,,0 - 29 %,,40 - 49 %,,1,1,2000,1
757,757,Id_689obromvr,2021-08-19,1,studying,,Urban,Gauteng,1.0,,,1.0,,,,,,1,1,2001,6
758,758,Id_vp5x8v01p2,2022-08-10,3,wage employed,212.0,Suburb,Gauteng,1.0,0.0,0.0,2.0,,,50 - 59 %,,,1,1,1997,3
759,759,Id_f48v2b18z7,2022-08-02,3,wage employed,,Urban,Western Cape,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,1,1,1998,5
760,760,Id_96s31b2x09,2023-02-16,4,studying,,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,,40 - 49 %,60 - 69 %,,,0,1,2000,1
761,761,Id_mq2wtuondl,2022-08-05,3,other,,Urban,KwaZulu-Natal,1.0,,,4.0,,50 - 59 %,50 - 59 %,,,0,1,1997,8
762,762,Id_bcx5rz5dw7,2023-03-22,4,unemployed,1890.0,Suburb,Mpumalanga,,,,,,,,,,1,1,1993,1
763,763,Id_hzly0pe4t3,2023-02-16,4,wage employed,245.0,Urban,Gauteng,,,,,,,,,,1,1,1995,7
764,764,Id_3as9l7qps0,2022-02-24,2,unemployed,1155.0,Urban,Western Cape,0.0,0.0,0.0,,,,,,,1,1,1997,10
765,765,Id_5w39l1m4db,2022-03-02,2,studying,,Suburb,KwaZulu-Natal,1.0,1.0,,5.0,30 - 39 %,,,60 - 69 %,,1,1,2000,1
766,766,Id_b4v78yjpr8,2023-02-09,4,unemployed,122.0,Urban,Western Cape,,,,,,,,,,0,1,2002,1
767,767,Id_hndnxrot6d,2023-03-20,4,studying,,Rural,Limpopo,,,,,,,,,,1,1,1997,5
768,768,Id_1umqo2101t,2022-08-04,3,unemployed,97.0,Urban,Gauteng,1.0,0.0,1.0,1.0,0 - 29 %,,50 - 59 %,,,1,1,1998,9
769,769,Id_fbmisaw589,2023-02-07,4,studying,,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,,,60 - 69 %,40 - 49 %,1,1,2000,1
770,770,Id_fepr7c7ald,2022-08-02,3,studying,,Urban,Western Cape,,,,,,,,,,0,1,2000,11
771,771,Id_1nponls3y6,2022-08-04,3,unemployed,614.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,3.0,,,,,,1,1,1995,11
772,772,Id_e3pelntdie,2022-03-14,2,employment programme,534.0,Urban,Gauteng,1.0,0.0,0.0,,30 - 39 %,,50 - 59 %,,0 - 29 %,1,1,2000,1
773,773,Id_opb265ilvi,2023-02-15,4,unemployed,981.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,,30 - 39 %,,50 - 59 %,,0 - 29 %,0,1,1994,9
774,774,Id_r92o07c9vt,2023-03-03,4,unemployed,1525.0,Rural,North West,,,,,,,,,,0,1,1995,8
775,775,Id_vs9y91wm85,2022-08-02,3,wage employed,,Rural,Western Cape,,,,,,,,,,0,1,1994,4
776,776,Id_mdqg1y14jp,2022-08-12,3,wage employed,244.0,Urban,Western Cape,,,,,,,,,,0,1,1988,4
777,777,Id_o8q09fzis3,2022-02-23,2,unemployed,424.0,Urban,Gauteng,0.0,,,2.0,,,,,,1,1,2001,1
778,778,Id_fbiq5gpnkm,2022-02-23,2,unemployed,740.0,Suburb,Gauteng,,,,,,,,,,1,1,1996,4
779,779,Id_jjk5kuiv3u,2021-08-18,1,studying,,Urban,Gauteng,0.0,,,3.0,,,,,,0,1,2001,4
780,780,Id_eyuxuig212,2022-03-15,2,unemployed,139.0,Suburb,Mpumalanga,,,,,,,,,,1,1,2000,1
781,781,Id_oqyrtj9gkf,2023-02-07,4,studying,,Suburb,Mpumalanga,1.0,1.0,0.0,4.0,30 - 39 %,,60 - 69 %,,30 - 39 %,1,1,2000,1
782,782,Id_htp5g3tofn,2022-08-08,3,unemployed,1313.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,1999,8
783,783,Id_2zmysqu0kp,2023-02-20,4,unemployed,707.0,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,1997,9
784,784,Id_6ztxctvwpr,2022-02-25,2,unemployed,150.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,30 - 39 %,,60 - 69 %,,30 - 39 %,1,1,1991,6
785,785,Id_tqhd7uflt3,2023-02-28,4,unemployed,1132.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2000,8
786,786,Id_2nr45wi83i,2023-02-15,4,studying,,Rural,Limpopo,,,,,,,,,,0,1,1999,10
787,787,Id_cxj020r8m7,2023-02-07,4,unemployed,767.0,Urban,Gauteng,1.0,0.0,0.0,3.0,40 - 49 %,,60 - 69 %,,50 - 59 %,1,1,2002,3
788,788,Id_5ykc8d8s7s,2023-02-02,4,unemployed,3259.0,Urban,Free State,1.0,0.0,0.0,,,40 - 49 %,30 - 39 %,,,1,1,1989,11
789,789,Id_a3vl6imzwh,2022-03-08,2,wage employed,137.0,Urban,Gauteng,1.0,,,2.0,60 - 69 %,,50 - 59 %,,60 - 69 %,0,1,1990,4
790,790,Id_q3xmaej69o,2023-02-09,4,wage employed,120.0,Urban,Mpumalanga,1.0,0.0,1.0,5.0,50 - 59 %,,,40 - 49 %,40 - 49 %,0,1,2000,1
791,791,Id_yq29s7kv0a,2023-02-08,4,wage employed,335.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1996,1
792,792,Id_bxwsuykart,2022-03-09,2,unemployed,713.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,,30 - 39 %,60 - 69 %,,,1,1,1994,5
793,793,Id_btl3itfcb2,2021-08-16,1,studying,,Rural,KwaZulu-Natal,1.0,,,5.0,,,,,,0,1,1999,5
794,794,Id_e2fcrgr3hm,2023-03-23,4,studying,,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,1,1,2002,10
795,795,Id_ca4gj08n5x,2022-03-02,2,wage employed,145.0,Urban,Gauteng,0.0,,,2.0,,,,,,0,1,1988,11
796,796,Id_r3yeca1ygp,2023-02-08,4,unemployed,370.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1996,7
797,797,Id_5rjtlvgmn7,2023-02-06,4,unemployed,707.0,Urban,Free State,,,,,,,,,,0,1,1989,6
798,798,Id_q0pnvprodq,2023-02-28,4,unemployed,370.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,40 - 49 %,60 - 69 %,,,0,1,1994,4
799,799,Id_5xtx6p8hre,2021-08-17,1,unemployed,594.0,Suburb,Gauteng,0.0,0.0,0.0,4.0,,,,,,1,1,2000,12
800,800,Id_wdfrg0sc7k,2023-02-22,4,unemployed,396.0,Urban,Gauteng,,,,,,,,,,0,1,2003,3
801,801,Id_96t2an4t26,2023-03-06,4,studying,,Urban,Free State,1.0,0.0,0.0,5.0,,50 - 59 %,,50 - 59 %,,1,1,2001,1
802,802,Id_dy312u2pkk,2023-02-10,4,unemployed,1132.0,Urban,Gauteng,1.0,,,4.0,40 - 49 %,,50 - 59 %,,40 - 49 %,1,1,2000,1
803,803,Id_rcvk8o4o2s,2023-03-15,4,unemployed,2621.0,Urban,Gauteng,0.0,0.0,0.0,4.0,,,,,,1,1,1994,3
804,804,Id_n91k3moodo,2022-03-01,2,unemployed,491.0,Suburb,Gauteng,1.0,1.0,0.0,2.0,50 - 59 %,,60 - 69 %,,40 - 49 %,0,1,1994,9
805,805,Id_fta3hilj4i,2023-02-02,4,wage employed,181.0,Urban,Eastern Cape,1.0,1.0,0.0,1.0,30 - 39 %,,60 - 69 %,,,1,1,2000,1
806,806,Id_hr7vquzbji,2022-08-05,3,other,,Urban,Gauteng,1.0,0.0,0.0,1.0,,50 - 59 %,50 - 59 %,,,1,1,2002,10
807,807,Id_l7wla4sc3u,2023-02-23,4,studying,,Rural,Free State,0.0,0.0,0.0,,,,,,,0,0,2000,1
808,808,Id_asksbt1luk,2023-02-14,4,wage employed,0.0,Urban,North West,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,0,1,1996,11
809,809,Id_4aek7b2vq6,2023-02-02,4,wage employed,920.0,Urban,Gauteng,1.0,0.0,0.0,,40 - 49 %,,60 - 69 %,,0 - 29 %,1,1,1995,11
810,810,Id_1x5n4k7pea,2022-08-11,3,unemployed,217.0,Urban,Gauteng,1.0,0.0,0.0,4.0,40 - 49 %,,50 - 59 %,,40 - 49 %,0,1,2000,10
811,811,Id_v51z5uizsu,2022-08-12,3,other,,Urban,Free State,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,1,1,1994,1
812,812,Id_4xb2dnoybh,2022-03-17,2,unemployed,80.0,Rural,Eastern Cape,1.0,0.0,0.0,1.0,,50 - 59 %,40 - 49 %,,,0,1,2000,1
813,813,Id_k8jcw9fcrw,2022-02-24,2,unemployed,1163.0,Rural,KwaZulu-Natal,,,,,,,,,,1,1,2000,12
814,814,Id_lgoaurirll,2023-02-07,4,studying,,Suburb,Limpopo,1.0,0.0,0.0,1.0,40 - 49 %,,70 - 79 %,,40 - 49 %,0,1,2003,5
815,815,Id_hsv0h16xsi,2022-03-16,2,unemployed,1069.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2000,1
816,816,Id_cpydcw4urr,2023-03-24,4,wage employed,92.0,Urban,Free State,,,,,,,,,,1,1,1995,5
817,817,Id_ljkph8r3gs,2022-02-25,2,unemployed,2656.0,Urban,Free State,1.0,0.0,0.0,,,,40 - 49 %,,,1,1,1985,2
818,818,Id_ayaoxoti47,2022-07-29,3,wage employed,,Urban,Gauteng,1.0,0.0,0.0,5.0,,40 - 49 %,,40 - 49 %,,1,1,1993,4
819,819,Id_2oqsl3jr3l,2023-02-27,4,unemployed,1132.0,Rural,Mpumalanga,1.0,0.0,0.0,4.0,,50 - 59 %,60 - 69 %,,,0,1,1988,8
820,820,Id_07f4hjtzqb,2022-03-16,2,unemployed,79.0,Rural,Limpopo,1.0,,,,,50 - 59 %,40 - 49 %,,,1,1,2000,1
821,821,Id_bol12ewzw8,2023-02-06,4,unemployed,432.0,Urban,Gauteng,,,,,,,,,,0,1,2000,5
822,822,Id_spv45ccoqv,2022-03-10,2,self employed,427.0,Suburb,Eastern Cape,1.0,0.0,0.0,0.0,30 - 39 %,,50 - 59 %,,0 - 29 %,1,1,1989,2
823,823,Id_w5kh5n1zd5,2022-02-23,2,unemployed,90.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,60 - 69 %,60 - 69 %,,,1,1,1994,11
824,824,Id_rbl7rezejs,2023-03-20,4,studying,,Urban,Free State,1.0,0.0,0.0,,0 - 29 %,,50 - 59 %,,,1,1,2001,11
825,825,Id_7vmwomlwz5,2023-02-16,4,unemployed,1101.0,Rural,North West,1.0,0.0,0.0,,,40 - 49 %,40 - 49 %,,,1,1,1991,2
826,826,Id_u82er4wh2o,2021-08-13,1,self employed,1064.0,Urban,Mpumalanga,0.0,,,3.0,,,,,,0,1,1999,12
827,827,Id_qxyqve9g6f,2023-03-13,4,unemployed,365.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,,80 - 100 %,60 - 69 %,,,1,1,2004,5
828,828,Id_mb86v21jrh,2022-08-02,3,studying,,Rural,North West,1.0,0.0,1.0,1.0,40 - 49 %,,60 - 69 %,,30 - 39 %,0,1,2000,5
829,829,Id_366gae5k7r,2022-03-18,2,studying,,Rural,KwaZulu-Natal,,,,,,,,,,0,1,2000,1
830,830,Id_a9r9qojhjz,2023-02-09,4,studying,,Rural,Mpumalanga,1.0,0.0,0.0,2.0,30 - 39 %,,50 - 59 %,,,1,1,2001,8
831,831,Id_k16m7ylb86,2023-03-08,4,wage employed,214.0,Urban,Limpopo,,,,,,,,,,1,1,1999,4
832,832,Id_qv1297uhjq,2023-02-06,4,wage employed,610.0,Suburb,KwaZulu-Natal,1.0,,,4.0,,50 - 59 %,,30 - 39 %,,0,1,2000,8
833,833,Id_rpc1pm6a5i,2022-02-22,2,studying,,Urban,Gauteng,1.0,,,2.0,,,,,,0,1,1999,10
834,834,Id_oa88m3grg4,2022-08-15,3,other,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,60 - 69 %,40 - 49 %,,,1,1,2002,2
835,835,Id_itmfnm8fuw,2023-02-22,4,studying,,Urban,Eastern Cape,1.0,0.0,0.0,3.0,40 - 49 %,,30 - 39 %,,40 - 49 %,0,1,1998,12
836,836,Id_gapcw5dfi4,2022-08-04,3,other,,Urban,Gauteng,1.0,0.0,0.0,1.0,,50 - 59 %,40 - 49 %,,,1,1,1999,1
837,837,Id_pj1dso1zua,2022-03-11,2,wage employed,61.0,Urban,KwaZulu-Natal,1.0,,,3.0,0 - 29 %,,40 - 49 %,,40 - 49 %,1,1,2000,1
838,838,Id_pbmgd8yd5r,2022-08-11,3,self employed,,Urban,KwaZulu-Natal,1.0,,,2.0,0 - 29 %,,70 - 79 %,,,0,1,1999,9
839,839,Id_74f1vxct9g,2023-03-22,4,unemployed,2287.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1993,8
840,840,Id_k3fowpwonc,2022-03-01,2,wage employed,29.0,Rural,Western Cape,1.0,0.0,0.0,4.0,,40 - 49 %,,60 - 69 %,,0,1,1994,6
841,841,Id_hq5bbokzcf,2022-09-03,3,unemployed,248.0,Urban,Western Cape,1.0,,1.0,1.0,,40 - 49 %,60 - 69 %,,,0,1,1996,8
842,842,Id_8n3v5qipqc,2023-03-24,4,unemployed,887.0,Urban,Northern Cape,,,,,,,,,,1,1,1999,10
843,843,Id_fyp4bo5245,2022-08-01,3,studying,,Rural,Mpumalanga,,,,,,,,,,0,1,2003,7
844,844,Id_0qtcbyfc6p,2023-03-14,4,studying,,Urban,Gauteng,0.0,0.0,0.0,1.0,,,,,,1,1,2003,8
